step,household_id,production,consumption,stored_kwh,battery_pct,wallet,grid_buy,grid_sell,p2p_trades,p2p_buy_amount,p2p_sell_amount,central_battery_tax,grid_import_capacity,grid_export_capacity
0,ap4,78.9475,43.9878,0.01,0.0,104.1997,0.0,6.2496,,0.0,28.7131,0.0,5148.5613,3820.7851
0,ap1,98.572,44.7935,0.0,0.0,103.9977,0.0,6.9234,,0.0,26.8551,0.0,5148.5613,3820.7851
0,ap2,17.316,44.1711,3.0,6.0,96.45,0.0,0.0,ap1:26.8551,26.8551,0.0,0.0,5148.5613,3820.7851
0,ap3,81.236,43.9023,5.3996,10.8,102.2914,0.0,0.0,,0.0,17.3337,0.0,5148.5613,3820.7851
0,is1,17.316,99.3204,3.0,6.0,87.8839,38.6029,0.0,so5:26.0678-ap3:17.3337,43.4015,0.0,0.0,5148.5613,3820.7851
0,so5,94.5138,48.4461,0.0,0.0,103.446,0.0,0.0,,0.0,26.0678,0.0,5148.5613,3820.7851
0,so1,17.316,46.0291,3.0,6.0,96.2043,0.0,0.0,ap4:28.7131,28.7131,0.0,0.0,5148.5613,3820.7851
1,ap4,72.1555,39.1402,0.01,0.0,109.3133,0.0,9.5981,,0.0,23.4202,0.0,5147.9164,4005.5776
1,ap1,84.7107,37.1523,0.0,0.0,108.3795,0.0,6.9976,,0.0,20.5608,0.0,5147.9164,4005.5776
1,ap2,17.316,37.8768,3.0,6.0,92.5947,0.0,0.0,ap1:20.5608,20.5608,0.0,0.0,5147.9164,4005.5776
1,ap3,72.3772,37.8178,10.2962,20.59,105.0213,0.0,0.0,,0.0,14.5594,0.0,5147.9164,4005.5776
1,is1,17.316,118.2141,3.0,6.0,65.8874,65.654,0.0,so5:20.6847-ap3:14.5594,35.2441,0.0,0.0,5147.9164,4005.5776
1,so5,80.0604,39.3757,0.0,0.0,107.3244,0.0,0.0,,0.0,20.6847,0.0,5147.9164,4005.5776
1,so1,17.316,40.7362,3.0,6.0,91.813,0.0,0.0,ap4:23.4202,23.4202,0.0,0.0,5147.9164,4005.5776
2,ap4,69.7041,37.3906,0.01,0.0,115.0805,0.0,9.7645,,0.0,22.552,0.0,2540.5558,1886.908
2,ap1,88.2338,39.0944,0.0,0.0,113.5658,0.0,8.9068,,0.0,20.2326,0.0,2540.5558,1886.908
2,ap2,17.316,37.5486,3.0,6.0,88.1508,0.0,0.0,ap1:20.2326,20.2326,0.0,0.0,2540.5558,1886.908
2,ap3,70.7227,36.6814,15.659,31.32,108.1054,0.0,0.0,,0.0,14.0413,0.0,2540.5558,1886.908
2,is1,17.316,120.7422,3.0,6.0,39.3837,68.9629,0.0,so5:20.422-ap3:14.0413,34.4633,0.0,0.0,2540.5558,1886.908
2,so5,79.3551,38.9331,0.0,0.0,111.81,0.0,0.0,,0.0,20.422,0.0,2540.5558,1886.908
2,so1,17.316,39.868,3.0,6.0,86.8595,0.0,0.0,ap4:22.552,22.552,0.0,0.0,2540.5558,1886.908
3,ap4,69.1711,37.0102,0.01,0.0,118.2243,0.0,7.536,,0.0,24.6279,0.0,2433.2902,2092.5557
3,ap1,86.5607,38.1721,0.3245,0.65,116.2889,0.0,8.7492,,0.0,19.6394,0.0,2433.2902,2092.5557
3,ap2,17.316,36.9554,3.0,6.0,86.1179,0.0,0.0,ap1:19.6394,19.6394,0.0,0.0,2433.2902,2092.5557
3,ap3,70.6441,36.6274,16.544,33.09,109.815,0.0,0.0,,0.0,16.5167,0.0,2433.2902,2092.5557
3,is1,17.316,113.711,3.0,6.0,27.8764,59.1148,0.0,so5:20.7636-ap3:16.5167,37.2803,0.0,0.0,2433.2902,2092.5557
3,so5,80.2723,39.5087,0.0,0.0,113.9592,0.0,0.0,,0.0,20.7636,0.0,2433.2902,2092.5557
3,so1,17.316,41.9439,3.0,6.0,84.3104,0.0,0.0,ap4:24.6279,24.6279,0.0,0.0,2433.2902,2092.5557
4,ap4,70.1894,37.7369,0.01,0.0,122.0306,0.0,9.0658,,0.0,23.3897,0.0,2550.1359,1865.351
4,ap1,83.4832,36.4756,0.9837,1.97,119.4495,0.0,7.74,,0.0,19.2676,0.0,2550.1359,1865.351
4,ap2,17.316,36.5836,3.0,6.0,83.6717,0.0,0.0,ap1:19.2676,19.2676,0.0,0.0,2550.1359,1865.351
4,ap3,73.4652,38.565,16.6339,33.27,112.0242,0.0,0.0,,0.0,17.4001,0.0,2550.1359,1865.351
4,is1,17.316,116.3103,3.0,6.0,13.3737,60.9394,0.0,so5:20.6547-ap3:17.4001,38.0549,0.0,0.0,2550.1359,1865.351
4,so5,79.98,39.3253,0.0,0.0,116.5815,0.0,0.0,,0.0,20.6547,0.0,2550.1359,1865.351
4,so1,17.316,40.7057,3.0,6.0,81.3408,0.0,0.0,ap4:23.3897,23.3897,0.0,0.0,2550.1359,1865.351
5,ap4,69.5412,37.2743,0.01,0.0,127.1193,0.0,7.5915,,0.0,24.6783,0.0,2469.4701,2005.5258
5,ap1,84.8366,37.2216,0.0,0.0,123.8876,0.0,5.4931,,0.0,22.1218,0.0,2469.4701,2005.5258
5,ap2,17.316,39.4378,3.0,6.0,79.7501,0.0,0.0,ap1:22.1218,22.1218,0.0,0.0,2469.4701,2005.5258
5,ap3,72.7938,38.1039,16.913,33.83,115.0715,0.0,0.0,,0.0,17.1899,0.0,2469.4701,2005.5258
5,is1,17.316,111.7242,3.0,6.0,-5.8374,55.8467,0.0,so5:21.3716-ap3:17.1899,38.5615,0.0,0.0,2469.4701,2005.5258
5,so5,81.9047,40.5331,0.0,0.0,120.3702,0.0,0.0,,0.0,21.3716,0.0,2469.4701,2005.5258
5,so1,17.316,41.9943,3.0,6.0,76.966,0.0,0.0,ap4:24.6783,24.6783,0.0,0.0,2469.4701,2005.5258
6,ap4,68.2349,36.342,0.01,0.0,133.3977,0.0,10.2578,,0.0,21.6381,0.0,5066.1459,4174.7302
6,ap1,84.9421,37.2798,0.0,0.0,129.6213,0.0,7.5594,,0.0,20.1028,0.0,5066.1459,4174.7302
6,ap2,17.316,37.4188,3.0,6.0,74.3973,0.0,0.0,ap1:20.1028,20.1028,0.0,0.0,5066.1459,4174.7302
6,ap3,72.4604,37.8749,17.2861,34.57,119.6209,0.0,0.0,,0.0,17.0855,0.0,5066.1459,4174.7302
6,is1,17.316,119.111,3.0,6.0,-37.1553,63.2844,0.0,so5:21.4251-ap3:17.0855,38.5106,0.0,0.0,5066.1459,4174.7302
6,so5,82.0484,40.6233,0.0,0.0,126.0751,0.0,0.0,,0.0,21.4251,0.0,5066.1459,4174.7302
6,so1,17.316,38.9541,3.0,6.0,71.2044,0.0,0.0,ap4:21.6381,21.6381,0.0,0.0,5066.1459,4174.7302
7,ap4,71.8519,38.9235,0.01,0.0,140.116,0.0,8.7757,,0.0,24.1557,0.0,4703.3443,3869.848
7,ap1,84.2492,36.8979,0.0,0.0,135.3397,0.0,6.4032,,0.0,20.9481,0.0,4703.3443,3869.848
7,ap2,17.316,38.2641,3.0,6.0,69.2505,0.0,0.0,ap1:20.9481,20.9481,0.0,0.0,4703.3443,3869.848
7,ap3,72.3852,37.8233,17.6803,35.36,123.8128,0.0,0.0,,0.0,17.0619,0.0,4703.3443,3869.848
7,is1,17.316,114.7666,3.0,6.0,-64.7024,58.685,0.0,so5:21.7037-ap3:17.0619,38.7656,0.0,0.0,4703.3443,3869.848
7,so5,82.7965,41.0928,0.0,0.0,131.4074,0.0,0.0,,0.0,21.7037,0.0,4703.3443,3869.848
7,so1,17.316,41.4717,3.0,6.0,65.2696,0.0,0.0,ap4:24.1557,24.1557,0.0,0.0,4703.3443,3869.848
