,iteration,id,production,consumption,stored_kwh,wallet,trades_from,amount_from_city,amount_to_city,central_battery_tax
3,30,ap4,73.9312,40.4075,0.0,-0.0004,,3.2651,0.0,0.0
4,30,cs1,17.316,42.024,0.0,-10.9861,ap1:13.5304-ap3:9.5216-ap4:9.1839,0.0,7.5291,0.0
5,30,cs2,17.316,43.9433,0.0,-10.9889,ap1:14.6289-ap3:10.086-ap4:9.6742,0.0,7.7629,0.0
6,30,cs3,17.316,42.8508,0.0,-10.9885,ap1:14.2115-ap3:9.6686-ap4:9.2803,0.0,7.6267,0.0
0,31,ap1,84.8446,37.2261,0.0566,-0.0001,ap2:0.0-ap3:0.0-ap4:0.0-cs1:0.0-cs2:0.0-cs3:0.0,0.0,0.0003,0.0006
1,31,ap2,17.316,39.4982,0.0,37.6144,ap1:9.4902-ap3:7.3975-ap4:6.5443,0.0,0.7988,0.0
2,31,ap3,73.4714,38.5693,0.0,-0.0001,,0.0,0.0002,0.0
3,31,ap4,70.1991,37.7439,0.0,-0.0001,,0.0,0.0002,0.0
4,31,cs1,17.316,42.0268,0.0,37.2595,ap1:11.9742-ap3:7.8204-ap4:7.0971,0.0,1.7458,0.0
5,31,cs2,17.316,42.8433,0.0,37.6743,ap1:12.6915-ap3:7.8134-ap4:7.4107,0.0,1.954,0.0
6,31,cs3,17.316,43.6684,0.0,37.4075,ap1:13.4816-ap3:7.9378-ap4:7.6616,0.0,2.2909,0.0
0,32,ap1,86.3208,38.0398,0.0368,45.0471,cs1:0.0-cs2:0.0-cs3:0.0,0.0,0.0001,0.0004
1,32,ap2,17.316,37.6324,0.0,20.5458,ap1:7.7653-ap3:6.3068-ap4:6.4971-cs1:0.0-cs2:0.0-cs3:0.0,0.0,0.0,0.0
2,32,ap3,70.9754,36.855,0.0,29.285,ap1:0.0-ap2:0.0-ap4:0.0-cs1:0.0-cs2:0.0-cs3:0.0,0.0,0.0001,0.0
3,32,ap4,71.1585,38.4286,0.0,27.1525,ap1:0.0-ap2:0.0-ap3:0.0-cs1:0.0-cs2:0.0-cs3:0.0,0.0,0.0001,0.0
4,32,cs1,17.316,44.0288,0.0,22.9519,ap1:14.0352-ap3:7.902-ap4:7.3234-cs2:0.0-cs3:0.0,0.0001,2.5473,0.0
5,32,cs2,17.316,42.7453,0.0,23.7246,ap1:12.8523-ap3:6.7191-ap4:6.2526-cs1:0.0-cs3:0.0,0.0001,0.3944,0.0
6,32,cs3,17.316,44.2716,0.0,24.5016,ap1:13.6398-ap3:7.5066-ap4:6.9281-cs1:0.0-cs2:0.0,0.0001,1.1185,0.0
0,33,ap1,85.5947,37.6396,0.0247,90.7904,ap2:0.0001-ap3:0.0001-ap4:0.0001-cs1:0.0001-cs2:0.0001-cs3:0.0001,3.3171,0.0,0.0002
1,33,ap2,17.316,37.394,0.0,1.0626,ap1:8.9322-ap3:6.6299-ap4:6.4735-cs1:0.0001-cs2:0.0001-cs3:0.0001,0.0,1.993,0.0
2,33,ap3,71.7616,37.3949,0.0,56.2184,ap1:0.0001-ap2:0.0001-ap4:0.0001-cs1:0.0001-cs2:0.0001-cs3:0.0001,1.4616,0.0,0.0
3,33,ap4,71.8822,38.9451,0.0,52.7283,ap1:0.0001-ap2:0.0001-ap3:0.0001-cs1:0.0001-cs2:0.0001-cs3:0.0001,1.3293,0.0,0.0
4,33,cs1,17.316,42.79,0.0,0.0001,ap1:13.7549-ap2:0.0001-ap3:7.2607-ap4:7.1043-cs2:0.0001-cs3:0.0001,0.0,2.6814,0.0
5,33,cs2,17.316,42.7905,0.0,0.0001,ap1:13.7515-ap2:0.0001-ap3:7.2627-ap4:7.1063-cs1:0.0001-cs3:0.0001,0.0,2.6814,0.0
6,33,cs3,17.316,44.0677,0.0,0.0001,ap1:14.8787-ap2:0.0001-ap3:7.4051-ap4:7.2487-cs1:0.0001-cs2:0.0001,0.0,2.8162,0.0
0,34,ap1,86.3964,38.0815,0.0,36.6733,,7.6088,0.0,0.0
1,34,ap2,17.316,38.3726,0.0,-0.0225,ap1:11.037-ap3:4.6454-ap4:5.3739,0.0,0.0,0.0
2,34,ap3,75.1439,39.718,0.0,37.9716,,5.0589,0.0,0.0
3,34,ap4,69.2885,37.094,0.0,37.9765,,4.7863,0.0,0.0
4,34,cs1,17.316,42.5736,0.0,-0.0225,ap1:14.7547-ap3:5.9405-ap4:4.5622,0.0,0.0,0.0
5,34,cs2,17.316,42.7831,0.0,-0.0225,ap1:14.7956-ap3:6.0248-ap4:4.6465,0.0,0.0,0.0
6,34,cs3,17.316,43.5126,0.0,-0.0225,ap1:15.3364-ap3:6.1191-ap4:4.7408,0.0,0.0,0.0
0,35,ap1,84.9689,37.2946,0.0,0.0,ap2:0.0-ap3:0.0-ap4:0.0-cs1:0.0-cs2:0.0-cs3:0.0,1.7626,0.0,0.0
1,35,ap2,17.316,37.4575,0.0,-19.8188,ap3:12.8516-ap4:12.4551-cs1:0.0-cs2:0.0-cs3:0.0,0.0,5.1713,0.0
2,35,ap3,72.1362,37.6523,0.0,0.0,ap1:0.0-ap2:0.0-ap4:0.0-cs1:0.0-cs2:0.0-cs3:0.0,1.275,0.0,0.0
3,35,ap4,71.9424,38.9881,0.0,0.0,ap1:0.0-ap2:0.0-ap3:0.0-cs1:0.0-cs2:0.0-cs3:0.0,1.2184,0.0,0.0
4,35,cs1,17.316,43.2177,0.0,-23.7685,ap1:21.8161-ap2:0.0-ap3:5.4217-ap4:5.0252-cs2:0.0-cs3:0.0,0.0,6.3674,0.0
5,35,cs2,17.316,41.5542,0.0,-23.9655,ap1:11.1777-ap2:0.0-ap3:9.8235-ap4:9.427-cs1:0.0-cs3:0.0,0.0,6.1961,0.0
6,35,cs3,17.316,42.3324,0.0,-24.6513,ap1:16.4492-ap2:0.0-ap3:7.6682-ap4:7.2716-cs1:0.0-cs2:0.0,0.0,6.3788,0.0
0,36,ap1,86.848,38.3305,0.0,0.0005,ap2:0.0-ap3:0.0-ap4:0.0-cs1:0.0-cs2:0.0-cs3:0.0,2.3146,0.0001,0.0
1,36,ap2,17.316,36.6563,0.0,0.9165,ap1:8.0761-ap3:8.2554-ap4:7.767,0.0001,4.7556,0.0
2,36,ap3,71.0613,36.914,0.0,0.0005,ap2:0.0-ap4:0.0-cs1:0.0-cs2:0.0-cs3:0.0,1.629,0.0001,0.0
3,36,ap4,71.4948,38.6686,0.0,0.0005,ap2:0.0-cs1:0.0-cs2:0.0-cs3:0.0,1.566,0.0001,0.0
4,36,cs1,17.316,44.132,0.0,0.7326,ap1:14.6553-ap3:9.2377-ap4:8.9391,0.0001,6.0134,0.0
5,36,cs2,17.316,42.3931,0.0,0.7794,ap1:13.1944-ap3:8.9461-ap4:8.6475,0.0001,5.7082,0.0
6,36,cs3,17.316,44.2358,0.0,0.7634,ap1:14.9036-ap3:9.3345-ap4:9.036,0.0001,6.3517,0.0
0,37,ap1,84.0595,36.7933,0.0024,-0.0,,1.677,0.0,0.0
1,37,ap2,17.316,36.9796,0.0,15.2576,ap1:0.0115-ap3:9.1175-ap4:11.2357,0.0,0.7011,0.0
2,37,ap3,72.2943,37.7608,0.0,0.0,,0.7044,0.0,0.0
3,37,ap4,68.3471,36.4221,0.0,-0.0,,0.9947,0.0,0.0
4,37,cs1,17.316,40.5583,0.0,16.6443,ap1:9.5127-ap3:6.3784-ap4:8.4966,0.0,1.1454,0.0
5,37,cs2,17.316,42.596,0.0,16.2395,ap1:18.7575-ap3:3.0373-ap4:5.1555,0.0,1.6704,0.0
6,37,cs3,17.316,42.9961,0.0,18.8935,ap1:20.6633-ap3:2.0247-ap4:4.1429,0.0,1.1508,0.0
0,38,ap1,86.8039,38.3062,0.0006,0.0,ap3:0.0-ap4:0.0,1.0629,0.0,0.0
1,38,ap2,17.316,36.5491,0.0,-0.0,ap1:7.2723-ap3:7.4292-ap4:8.0853,0.0,3.554,0.0
2,38,ap3,72.774,38.0903,0.0,0.0,,0.7601,0.0,0.0
3,38,ap4,70.9216,38.2595,0.0,0.0,,0.7158,0.0,0.0
4,38,cs1,17.316,42.4516,0.0,-0.0,ap1:14.3816-ap3:9.6235-ap4:8.7162,0.0,7.586,0.0
5,38,cs2,17.316,42.2759,0.0,-0.0,ap1:14.2696-ap3:9.5115-ap4:8.6042,0.0,7.4257,0.0
6,38,cs3,17.316,41.2855,0.0,-0.0,ap1:13.6379-ap3:8.8798-ap4:7.9725,0.0,6.521,0.0
0,39,ap1,86.4307,38.1005,0.0,0.0004,,4.4165,0.0,0.0
1,39,ap2,17.316,37.009,0.0,-14.1932,ap1:11.4758-ap3:5.618-ap4:5.2744,0.0,2.6748,0.0
2,39,ap3,70.0945,36.2499,0.0,0.0004,ap1:0.0-ap2:0.0-ap4:0.0-cs1:0.0-cs2:0.0-cs3:0.0,2.3411,0.0,0.0
3,39,ap4,70.6692,38.0794,0.0,0.0004,ap1:0.0-ap2:0.0-ap3:0.0-cs1:0.0-cs2:0.0-cs3:0.0,2.2261,0.0,0.0
4,39,cs1,17.316,44.6352,0.0,-15.5748,ap1:16.3517-ap3:7.3929-ap4:7.0493,0.0,3.4744,0.0
5,39,cs2,17.316,41.0866,0.0,-15.5745,ap1:12.1305-ap3:6.9873-ap4:6.6437,0.0,1.9905,0.0
6,39,cs3,17.316,43.0347,0.0,-15.5732,ap1:12.7881-ap3:7.962-ap4:7.6184,0.0,2.6494,0.0
0,40,ap1,84.0543,36.7904,0.0005,-0.0001,,0.0,0.0002,0.0
1,40,ap2,17.316,38.5948,0.0,-25.5486,ap1:5.3226-ap3:8.6087-ap4:7.3488,0.0,0.0002,0.0
2,40,ap3,72.7214,38.0542,0.0,0.0,ap1:0.0-ap2:0.0-ap4:0.0-cs1:0.0-cs2:0.0-cs3:0.0,0.0,0.0002,0.0
3,40,ap4,69.6812,37.3742,0.0,0.0,ap1:0.0-ap2:0.0-ap3:0.0-cs1:0.0-cs2:0.0-cs3:0.0,0.0,0.0002,0.0
4,40,cs1,17.316,43.07,0.0,-31.9568,ap1:14.0249-ap3:6.3461-ap4:5.3841,0.0,0.0002,0.0
5,40,cs2,17.316,42.234,0.0,-32.579,ap1:12.3284-ap3:6.9254-ap4:5.6654,0.0,0.0002,0.0
6,40,cs3,17.316,44.1609,0.0,-32.6507,ap1:15.5869-ap3:5.7458-ap4:5.5134,0.0,0.0002,0.0
0,41,ap1,88.9,39.4617,0.0012,44.795,,8.7909,0.0,0.0
1,41,ap2,17.316,37.7602,0.0,-45.7173,ap1:10.893-ap3:9.274-ap4:8.7648,0.0,8.4869,0.0
2,41,ap3,72.4425,37.8627,0.0,26.1835,,5.6512,0.0,0.0
3,41,ap4,72.1847,39.161,0.0,22.6632,,5.1706,0.0,0.0
4,41,cs1,17.316,43.2344,0.0,-56.3668,ap1:16.1539-ap3:10.384-ap4:9.8748,0.0,10.4935,0.0
5,41,cs2,17.316,43.148,0.0,-56.1967,ap1:15.9933-ap3:10.3047-ap4:9.7955,0.0,10.2609,0.0
6,41,cs3,17.316,42.217,0.0,-58.0947,ap1:15.1894-ap3:10.2677-ap4:9.7585,0.0,10.3139,0.0
0,42,ap1,86.6542,38.2237,0.0008,0.0,cs1:0.0-cs2:0.0,0.0,0.0001,0.0
1,42,ap2,17.316,38.1811,0.0,13.1051,ap1:8.9252-ap3:6.965-ap4:6.9353-cs1:0.0-cs2:0.0,0.0,1.9599,0.0
2,42,ap3,68.9012,35.4303,0.0,0.0,cs1:0.0-cs2:0.0,0.0,0.0001,0.0
3,42,ap4,71.7914,38.8803,0.0,0.0,cs1:0.0-cs2:0.0,0.0,0.0001,0.0
4,42,cs1,17.316,42.915,0.0,15.7658,ap1:13.5975-ap3:7.2962-ap4:7.2056-cs2:0.0,0.0,2.4996,0.0
5,42,cs2,17.316,42.143,0.0,13.881,ap1:12.9812-ap3:7.3951-ap4:7.3045-cs1:0.0,0.0,2.8532,0.0
6,42,cs3,17.316,42.0549,0.0,13.3387,ap1:12.9265-ap3:7.4483-ap4:7.3577-cs1:0.0-cs2:0.0,0.0,2.993,0.0
0,43,ap1,87.7038,38.8023,0.0009,45.364,ap2:0.0-ap3:0.0-ap4:0.0-cs1:0.0-cs2:0.0-cs3:0.0,0.0,0.0,0.0
1,43,ap2,17.316,37.294,0.0,0.0001,ap1:7.1151-ap3:7.9239-ap4:8.184,0.0,3.245,0.0
2,43,ap3,73.3878,38.5119,0.0,27.2619,,0.0,0.0,0.0
3,43,ap4,71.5071,38.6774,0.0,26.9795,,0.0,0.0,0.0
4,43,cs1,17.316,42.6036,0.0,0.0001,ap1:14.4988-ap3:9.4878-ap4:8.719,0.0,7.418,0.0
5,43,cs2,17.316,42.3529,0.0,0.0001,ap1:14.018-ap3:9.007-ap4:8.2383,0.0,6.2264,0.0
6,43,cs3,17.316,41.3964,0.0,0.0,ap1:13.2702-ap3:8.2592-ap4:7.4904,0.0,4.9392,0.0
0,44,ap1,83.2554,36.35,0.0003,90.6657,ap2:0.0-ap3:0.0-ap4:0.0-cs1:0.0-cs2:0.0-cs3:0.0,3.0532,0.0001,0.0
1,44,ap2,17.316,36.2146,0.0,-17.1629,ap1:7.8733-ap3:8.5426-ap4:7.8706-cs1:0.0-cs2:0.0-cs3:0.0,0.0,5.3853,0.0
2,44,ap3,73.4339,38.5436,0.0,59.3868,ap1:0.0-ap2:0.0-ap4:0.0-cs1:0.0-cs2:0.0-cs3:0.0,2.8408,0.0001,0.0
3,44,ap4,69.5087,37.2511,0.0,57.2088,ap1:0.0-ap2:0.0-ap3:0.0-cs1:0.0-cs2:0.0-cs3:0.0,2.7854,0.0,0.0
4,44,cs1,17.316,42.6118,0.0,-20.3529,ap1:13.6147-ap2:0.0-ap3:9.6478-ap4:8.9758-cs2:0.0-cs3:0.0,0.0,6.94,0.0
5,44,cs2,17.316,42.5788,0.0,-20.6143,ap1:13.5942-ap2:0.0-ap3:9.6518-ap4:8.9797-cs1:0.0-cs3:0.0,0.0,6.9604,0.0
6,44,cs3,17.316,44.0777,0.0,-20.2615,ap1:14.8747-ap2:0.0-ap3:9.8869-ap4:9.2148-cs1:0.0-cs2:0.0,0.0,7.2122,0.0
0,45,ap1,85.5866,37.6351,0.0019,96.1833,,2.5537,0.0,0.0
1,45,ap2,17.316,33.8103,0.0,17.7707,ap1:10.6407-ap3:3.8674-ap4:3.2755-cs1:0.0-cs2:0.0,0.0,0.0,0.0
2,45,ap3,70.8123,36.743,0.0,56.2965,ap1:0.0-ap2:0.0-ap4:0.0-cs1:0.0-cs2:0.0-cs3:0.0,2.5723,0.0,0.0
3,45,ap4,68.7123,36.6827,0.0,52.3445,ap1:0.0-ap2:0.0-ap3:0.0-cs1:0.0-cs2:0.0-cs3:0.0,2.5579,0.0,0.0
4,45,cs1,17.316,44.1066,0.0,23.7816,ap1:13.4039-ap3:7.3295-ap4:6.7376-cs2:0.0,0.0,0.6828,0.0
5,45,cs2,17.316,44.0667,0.0,23.7506,ap1:13.39-ap3:7.3149-ap4:6.723-cs1:0.0,0.0,0.6795,0.0
6,45,cs3,17.316,43.218,0.0,25.159,ap1:13.0732-ap3:6.8-ap4:6.2081-cs1:0.0-cs2:0.0,0.0,0.0,0.0
0,46,ap1,89.1992,39.6266,0.0,117.482,,8.0137,0.0001,0.0
1,46,ap2,17.316,38.3874,0.0,1.0813,ap1:10.6892-ap3:8.7502-ap4:7.8876,0.0001,6.2546,0.0
2,46,ap3,74.5586,39.316,0.0,53.7592,ap1:0.0-ap2:0.0-ap4:0.0-cs1:0.0-cs2:0.0-cs3:0.0,3.6506,0.0001,0.0
3,46,ap4,69.5752,37.2986,0.0,47.7334,ap1:0.0-ap2:0.0-ap3:0.0-cs1:0.0-cs2:0.0-cs3:0.0,3.1674,0.0001,0.0
4,46,cs1,17.316,41.7831,0.0,-0.002,ap1:14.296-ap3:9.3589-ap4:8.4963,0.0001,7.683,0.0
5,46,cs2,17.316,42.8809,0.0,-0.002,ap1:15.3894-ap3:9.5334-ap4:8.6707,0.0001,8.0276,0.0
6,46,cs3,17.316,44.7658,0.0,0.6824,ap1:17.2107-ap3:9.7467-ap4:8.8841,0.0001,8.3905,0.0
0,47,ap1,83.3503,36.4023,0.0009,18.0018,ap2:0.0-ap3:0.0-ap4:0.0-cs1:0.0-cs2:0.0-cs3:0.0,1.4602,0.0,0.0
1,47,ap2,17.316,37.6428,0.0,0.0001,ap1:0.0071-ap3:10.2151-ap4:13.7679-cs1:0.0-cs2:0.0-cs3:0.0,0.0,3.663,0.0
2,47,ap3,72.3769,37.8176,0.0,18.9143,ap1:0.0-ap2:0.0-ap4:0.0-cs1:0.0-cs2:0.0-cs3:0.0,1.2067,0.0,0.0
3,47,ap4,68.8065,36.75,0.0,18.908,ap1:0.0-ap2:0.0-ap3:0.0-cs1:0.0-cs2:0.0-cs3:0.0,1.1511,0.0,0.0
4,47,cs1,17.316,43.4244,0.0,0.0001,ap1:14.8472-ap2:0.0-ap3:9.0056-ap4:6.9685-cs2:0.0-cs3:0.0,0.0,4.7127,0.0
5,47,cs2,17.316,44.2075,0.0,0.0001,ap1:18.7839-ap2:0.0-ap3:7.4999-ap4:5.4628-cs1:0.0-cs3:0.0,0.0,4.8549,0.0
6,47,cs3,17.316,43.427,0.0,0.0001,ap1:14.7708-ap2:0.0-ap3:9.0453-ap4:7.0083-cs1:0.0-cs2:0.0,0.0,4.7132,0.0
0,48,ap1,86.4182,38.0935,0.0,-0.0004,ap2:0.0-ap3:0.0-ap4:0.0-cs1:0.0-cs2:0.0-cs3:0.0,3.9254,0.0,0.0
1,48,ap2,17.316,37.8397,0.0,19.0621,ap1:9.9072-ap3:9.0032-ap4:8.1481,0.0,3.3799,0.0
2,48,ap3,72.5677,37.9486,0.0,0.0003,,2.7776,0.0,0.0
3,48,ap4,69.6555,37.3559,0.0,0.0003,,2.5831,0.0,0.0
4,48,cs1,17.316,43.3388,0.0,24.5654,ap1:14.7122-ap3:9.5654-ap4:9.086,0.0,4.217,0.0
5,48,cs2,17.316,41.986,0.0,25.3108,ap1:13.4523-ap3:9.3671-ap4:8.6404,0.0,3.6456,0.0
6,48,cs3,17.316,42.7346,0.0,24.5679,ap1:14.1804-ap3:9.4207-ap4:8.9686,0.0,4.0193,0.0
0,49,ap1,80.7218,34.9533,0.0,1.4093,,0.0,0.0,0.0
1,49,ap2,17.316,38.4295,0.0,16.2762,ap1:0.005-ap3:13.1585-ap4:12.4756,0.0,4.5256,0.0
2,49,ap3,72.5975,37.9691,0.0,1.357,,0.0,0.0,0.0
3,49,ap4,68.2483,36.3516,0.0,1.358,,0.0,0.0,0.0
4,49,cs1,17.316,42.3576,0.0,21.4609,ap1:13.5135-ap3:7.7731-ap4:7.0902,0.0,3.3353,0.0
5,49,cs2,17.316,42.1523,0.0,20.1737,ap1:10.7619-ap3:9.2632-ap4:8.5802,0.0,3.769,0.0
6,49,cs3,17.316,42.997,0.0,20.8871,ap1:21.488-ap3:4.4336-ap4:3.7507,0.0,3.9912,0.0
0,50,ap1,83.9208,36.7168,0.0,44.7194,ap2:0.0-ap3:0.0-ap4:0.0-cs1:0.0-cs2:0.0-cs3:0.0,0.0,0.0,0.0
1,50,ap2,17.316,38.5359,0.0,6.772,ap1:0.3702-ap3:11.1527-ap4:11.1635,0.0,1.4663,0.0
2,50,ap3,73.9958,38.9295,0.0,34.1254,,0.0,0.0,0.0
3,50,ap4,71.0078,38.3211,0.0,31.5415,,0.0,0.0,0.0
4,50,cs1,17.316,42.4166,0.0,5.4843,ap1:9.7056-ap3:8.2805-ap4:11.1178,0.0,4.0031,0.0
5,50,cs2,17.316,43.3793,0.0,5.3953,ap1:15.9918-ap3:5.8952-ap4:8.7324,0.0,4.5559,0.0
6,50,cs3,17.316,44.7996,0.0,5.8238,ap1:21.1362-ap3:9.7377-ap4:1.6728,0.0,5.063,0.0
0,51,ap1,86.69,38.2434,0.0001,89.5344,ap2:0.0-ap3:0.0-ap4:0.0-cs1:0.0-cs2:0.0-cs3:0.0,0.0971,0.0,0.0
1,51,ap2,17.316,38.828,0.0,-10.7152,ap1:6.8504-ap3:9.8667-ap4:9.0775-cs1:0.0-cs2:0.0-cs3:0.0,0.0,4.2827,0.0
2,51,ap3,72.4155,37.8441,0.0,67.4157,ap1:0.0-ap2:0.0-ap4:0.0-cs1:0.0-cs2:0.0-cs3:0.0,0.097,0.0,0.0
3,51,ap4,70.9725,38.2959,0.0,62.5726,ap1:0.0-ap2:0.0-ap3:0.0-cs1:0.0-cs2:0.0-cs3:0.0,0.097,0.0,0.0
4,51,cs1,17.316,44.635,0.0,-11.0856,ap1:15.9457-ap2:0.0-ap3:7.852-ap4:7.823-cs2:0.0-cs3:0.0,0.0,4.3018,0.0
5,51,cs2,17.316,43.0596,0.0,-11.0857,ap1:13.5495-ap2:0.0-ap3:8.3887-ap4:7.8504-cs1:0.0-cs3:0.0,0.0,4.0451,0.0
6,51,cs3,17.316,42.2006,0.0,-11.0857,ap1:12.1983-ap2:0.0-ap3:8.5612-ap4:8.0229-cs1:0.0-cs2:0.0,0.0,3.898,0.0
0,52,ap1,83.4658,36.466,0.0,132.7474,,5.8998,0.0,0.0
1,52,ap2,17.316,38.0383,0.0,-24.5245,ap1:8.8758-ap3:8.8579-ap4:8.1183,0.0,5.1336,0.0
2,52,ap3,73.5783,38.6427,0.0,97.5079,,3.6569,0.0,0.0
3,52,ap4,70.0022,37.6034,0.0,90.8729,,3.2354,0.0,0.0
4,52,cs1,17.316,43.286,0.0,-30.3578,ap1:13.6729-ap3:9.7676-ap4:9.028,0.0,6.5025,0.0
5,52,cs2,17.316,44.8891,0.0,-29.2598,ap1:15.0511-ap3:9.9647-ap4:9.2252,0.0,6.6719,0.0
6,52,cs3,17.316,45.22,0.0,-28.6718,ap1:15.3035-ap3:10.0061-ap4:9.2666,0.0,6.6762,0.0
0,53,ap1,86.8376,38.3247,0.0,48.2983,,0.0003,0.0,0.0
1,53,ap2,17.316,37.3931,0.0,15.1994,ap1:7.9448-ap3:6.8805-ap4:6.1293,0.0,0.8784,0.0
2,53,ap3,74.5697,39.3236,0.0,50.7311,ap1:0.0-ap2:0.0-ap4:0.0-cs1:0.0-cs2:0.0-cs3:0.0,0.0002,0.0,0.0
3,53,ap4,70.2793,37.8011,0.0,50.9169,ap1:0.0-ap2:0.0-ap3:0.0-cs1:0.0-cs2:0.0-cs3:0.0,0.0003,0.0,0.0
4,53,cs1,17.316,43.4262,0.0,20.2235,ap1:13.7799-ap3:7.0566-ap4:6.3053,0.0,1.0326,0.0
5,53,cs2,17.316,44.4275,0.0,21.7511,ap1:14.6691-ap3:6.8781-ap4:6.4546,0.0,0.8912,0.0
6,53,cs3,17.316,41.8813,0.0,22.0707,ap1:12.1197-ap3:6.7174-ap4:5.9661,0.0,0.239,0.0
0,54,ap1,87.0552,38.4447,0.0,93.8442,,0.0,0.0001,0.0
1,54,ap2,17.316,38.7593,0.0,-0.0009,ap1:0.0494-ap3:10.7231-ap4:10.6712-cs1:0.0-cs2:0.0-cs3:0.0,0.0001,0.0,0.0
2,54,ap3,70.0683,36.232,0.0,76.5781,ap1:0.0-ap2:0.0-ap4:0.0-cs1:0.0-cs2:0.0-cs3:0.0,0.0,0.0,0.0
3,54,ap4,71.1751,38.4405,0.0,74.2475,ap1:0.0-ap2:0.0-ap3:0.0-cs1:0.0-cs2:0.0-cs3:0.0,0.0,0.0,0.0
4,54,cs1,17.316,44.0912,0.0,-0.0009,ap1:19.1764-ap2:0.0-ap3:6.6307-ap4:0.9686-cs2:0.0-cs3:0.0,0.0001,0.0,0.0
5,54,cs2,17.316,42.3909,0.0,-0.0009,ap1:10.4487-ap2:0.0-ap3:4.3367-ap4:10.29-cs1:0.0-cs3:0.0,0.0001,0.0,0.0
6,54,cs3,17.316,43.9853,0.0,-0.0009,ap1:18.9359-ap2:0.0-ap3:6.3902-ap4:1.3437-cs1:0.0-cs2:0.0,0.0001,0.0,0.0
0,55,ap1,98.3545,44.6736,0.0,139.9686,cs1:0.0-cs3:0.0,22.5681,0.0,0.0
1,55,ap2,17.316,45.6935,0.0,-20.3504,ap1:1.7833-ap3:19.2212-ap4:18.3939,0.0,10.6147,0.0
2,55,ap3,82.6318,44.861,0.0,103.2225,,16.4292,0.0,0.0
3,55,ap4,80.9263,45.4001,0.0,96.3305,,15.3649,0.0,0.0
4,55,cs1,17.316,52.2173,0.0,-25.4097,ap1:26.1148-ap3:11.2797-ap4:10.4524,0.0,12.5394,0.0
5,55,cs2,17.316,50.7169,0.0,-23.7964,ap1:20.6771-ap3:12.957-ap4:12.1298,0.0,11.9567,0.0
6,55,cs3,17.316,52.6137,0.0,-25.3092,ap1:27.6739-ap3:10.7421-ap4:9.9149,0.0,12.6268,0.0
0,56,ap1,87.6202,38.7562,0.0,0.0,,0.0002,0.0,0.0
1,56,ap2,17.316,37.6627,0.0,37.3496,ap1:8.4663-ap3:7.8875-ap4:7.4949,0.0,3.5036,0.0
2,56,ap3,71.0616,36.9142,0.0,0.0,,0.0001,0.0,0.0
3,56,ap4,70.623,38.0464,0.0,0.0,ap2:0.0-cs1:0.0-cs2:0.0-cs3:0.0,0.0,0.0003,0.0
4,56,cs1,17.316,43.1055,0.0,41.428,ap1:13.3087-ap3:8.7227-ap4:8.3301,0.0,4.5735,0.0
5,56,cs2,17.316,42.688,0.0,39.7932,ap1:12.9667-ap3:8.6885-ap4:8.2959,0.0,4.5807,0.0
6,56,cs3,17.316,44.0805,0.0,41.8422,ap1:14.1236-ap3:8.85-ap4:8.4574,0.0,4.6681,0.0
0,57,ap1,88.0787,39.0089,0.0,46.0284,ap2:0.0,0.0009,0.0,0.0
1,57,ap2,17.316,36.7584,0.0,50.047,ap1:7.8084-ap3:7.6109-ap4:6.9709,0.0,2.9499,0.0
2,57,ap3,71.2462,37.041,0.0,32.1658,ap2:0.0,0.0005,0.0,0.0
3,57,ap4,69.9167,37.5423,0.0,30.6917,ap2:0.0,0.0004,0.0,0.0
4,57,cs1,17.316,42.7928,0.0,58.7278,ap1:13.9032-ap2:0.0-ap3:8.9733-ap4:8.5764-cs2:0.0,0.0,5.9784,0.0
5,57,cs2,17.316,42.7996,0.0,57.5519,ap1:13.704-ap2:0.0-ap3:8.7957-ap4:8.3988,0.0,5.4172,0.0
6,57,cs3,17.316,42.6545,0.0,59.0842,ap1:13.655-ap2:0.0-ap3:8.8267-ap4:8.4298-cs2:0.0,0.0,5.5753,0.0
0,58,ap1,86.3221,38.0406,0.0001,91.8152,,0.0003,0.0002,0.0
1,58,ap2,17.316,37.6085,0.0,50.3425,ap1:4.8252-ap3:8.2228-ap4:8.535,0.0,0.0,0.0
2,58,ap3,72.7849,38.0978,0.0,64.0852,ap1:0.0-ap2:0.0-ap4:0.0-cs1:0.0-cs2:0.0-cs3:0.0,0.0,0.0,0.0
3,58,ap4,69.4231,37.1901,0.0,60.9036,ap1:0.0-ap2:0.0-ap3:0.0-cs1:0.0-cs2:0.0-cs3:0.0,0.0001,0.0,0.0
4,58,cs1,17.316,43.659,0.0,72.3219,ap1:14.9798-ap3:6.4111-ap4:6.2661,0.0,0.0,0.0
5,58,cs2,17.316,42.8862,0.0,67.6312,ap1:13.8838-ap3:6.5752-ap4:6.4302,0.0,0.0,0.0
6,58,cs3,17.316,43.4953,0.0,70.2875,ap1:14.5918-ap3:6.5144-ap4:6.3694,0.0,0.0,0.0
0,59,ap1,85.955,37.8382,0.0012,137.3631,ap2:0.0-ap3:0.0-ap4:0.0-cs1:0.0-cs2:0.0-cs3:0.0,0.0,0.0002,0.0
1,59,ap2,17.316,36.9042,0.0,29.9783,ap1:7.7128-ap3:8.0954-ap4:7.5541-cs1:0.0-cs2:0.0-cs3:0.0,0.0,3.7748,0.0
