step,household_id,production,consumption,stored_kwh,battery_pct,wallet,grid_buy,grid_sell,p2p_trades,p2p_buy_amount,p2p_sell_amount,central_battery_tax,grid_import_capacity,grid_export_capacity
0,ap1,98.206,44.5917,50.9335,83.33,100.0007,0.0,0.0105,,0.0,0.0,0.0,5148.5613,3820.7851
0,ap2,24.4759,44.7799,0.03,0.01,95.3312,17.334,0.0,,0.0,0.0,0.0,5148.5613,3820.7851
0,ap3,83.0984,45.1814,37.1253,10.61,100.0,0.0,0.0,,0.0,0.0,0.0,5148.5613,3820.7851
0,ap4,77.6653,43.0727,34.1334,9.75,100.0,0.0,0.0,,0.0,0.0,0.0,5148.5613,3820.7851
0,cs1,41.2556,52.6898,0.03,0.01,97.7202,8.4641,0.0,,0.0,0.0,0.0,5148.5613,3820.7851
1,ap1,88.3241,39.1442,97.6544,83.33,100.0007,0.0,0.0,,0.0,0.0,0.0,5147.9164,4005.5776
1,ap2,24.6981,37.5622,0.0003,0.0,92.342,12.8345,0.0,,0.0,0.0,0.0,5147.9164,4005.5776
1,ap3,72.6601,38.0121,68.3085,19.52,100.0,0.0,0.0,,0.0,0.0,0.0,5147.9164,4005.5776
1,ap4,69.1833,37.0189,63.0813,18.02,100.0,0.0,0.0,,0.0,0.0,0.0,5147.9164,4005.5776
1,cs1,41.9984,43.8121,0.0003,0.0,97.3047,1.784,0.0,,0.0,0.0,0.0,5147.9164,4005.5776
2,ap1,84.5059,37.0394,142.7476,83.33,100.0007,0.0,0.0,,0.0,0.0,0.0,2540.5558,1886.908
2,ap2,18.285,39.6139,0.0,0.0,86.1165,21.3286,0.0,,0.0,0.0,0.0,2540.5558,1886.908
2,ap3,71.3085,37.0838,99.1108,28.32,100.0,0.0,0.0,,0.0,0.0,0.0,2540.5558,1886.908
2,ap4,70.8919,38.2384,92.4695,26.42,100.0,0.0,0.0,,0.0,0.0,0.0,2540.5558,1886.908
2,cs1,20.5559,42.0316,0.0,0.0,91.0364,21.4754,0.0,,0.0,0.0,0.0,2540.5558,1886.908
3,ap1,84.8844,37.248,188.0022,83.33,100.0007,0.0,0.0,,0.0,0.0,0.0,2433.2902,2092.5557
3,ap2,19.6339,38.3767,0.0,0.0,79.8705,18.7428,0.0,,0.0,0.0,0.0,2433.2902,2092.5557
3,ap3,71.7579,37.3925,130.0397,37.15,100.0,0.0,0.0,,0.0,0.0,0.0,2433.2902,2092.5557
3,ap4,70.2164,37.7563,121.6837,34.77,100.0,0.0,0.0,,0.0,0.0,0.0,2433.2902,2092.5557
3,cs1,25.0662,42.0889,0.0,0.0,85.3637,17.0227,0.0,,0.0,0.0,0.0,2433.2902,2092.5557
4,ap1,86.9383,38.3803,234.1324,83.33,100.0007,0.0,0.0,,0.0,0.0,0.0,2550.1359,1865.351
4,ap2,25.2245,38.777,0.0,0.0,77.3182,13.5524,0.0,,0.0,0.0,0.0,2550.1359,1865.351
4,ap3,71.4814,37.2025,160.8907,45.97,100.0,0.0,0.0,,0.0,0.0,0.0,2550.1359,1865.351
4,ap4,68.8149,36.7559,150.5368,43.01,100.0,0.0,0.0,,0.0,0.0,0.0,2550.1359,1865.351
4,cs1,43.7587,43.2949,0.4175,0.12,85.3637,0.0,0.0,,0.0,0.0,0.0,2550.1359,1865.351
5,ap1,85.163,37.4016,279.5057,83.33,100.0007,0.0,0.0,,0.0,0.0,0.0,2469.4701,2005.5258
5,ap2,22.2866,39.353,0.0,0.0,73.5821,17.0664,0.0,,0.0,0.0,0.0,2469.4701,2005.5258
5,ap3,71.4191,37.1597,191.7241,54.78,100.0,0.0,0.0,,0.0,0.0,0.0,2469.4701,2005.5258
5,ap4,70.6769,38.0849,179.8696,51.39,100.0,0.0,0.0,,0.0,0.0,0.0,2469.4701,2005.5258
5,cs1,33.9356,42.4123,0.0042,0.0,83.5985,8.0635,0.0,,0.0,0.0,0.0,2469.4701,2005.5258
